cooking_<spray> cooking_spray NN I
coriander_<herb> coriander_herb NN I
coriander_<leaf> coriander_leaf NN I
coriander_<powder> coriander_powder NN I
coriander_<seed> coriander_seed NN I
corn_<bran> corn_bran NN I
corn_<flour> corn_flour NN I
corn_flour_<tortilla> corn_flour_tortilla NN I
corn_<masa> corn_masa NN I
corn_<oil> corn_oil NN I
corn_<pasta> corn_pasta NN I
corn_<salad> corn_salad NN I
corn_<syrup> corn_syrup NN I
corn_<tortilla> corn_tortilla NN I
corned_<beef> corned_beef NN I
cornelian_<cherry> cornelian_cherry NN I
cornish_game_<hen> cornish_game_hen NN I
cornish_<pasty> cornish_pasty NN I
cornish_<sardine> cornish_sardine NN I
costa_rican_<guava> costa_rican_guava NN I
cotija_<cheese> cotija_cheese NN I
cottage_<cheese> cottage_cheese NN I
cottonseed_<flour> cottonseed_flour NN I
cottonseed_<meal> cottonseed_meal NN I
cottonseed_<oil> cottonseed_oil NN I
cougar_<gold> cougar_gold NN I
country-style_<cream> country-style_cream NN I
couverture_<chocolate> couverture_chocolate NN I
cow_<tongue> cow_tongue NN I
crab_<cake> crab_cake NN I
crab_<cakes> crab_cakes NN I
crab_<cracker> crab_cracker NN I
crab_eye_<bean> crab_eye_bean NN I
crab_<fork> crab_fork NN I
crab_<louis> crab_louis NN I
cranberry_<bean> cranberry_bean NN I
cranberry_<gelatin> cranberry_gelatin NN I
cranberry_<sauce> cranberry_sauce NN I
crawfish_<tail> crawfish_tail NN I
cream_<cheese> cream_cheese NN I
cream_cup_<saucer> cream_cup_saucer NN I
cream_of_chicken_<soup> cream_of_chicken_soup NN I
cream_of_mushroom_<soup> cream_of_mushroom_soup NN I
cream_of_<rice> cream_of_rice NN I
cream_of_<tartar> cream_of_tartar NN I
cream_of_<wheat> cream_of_wheat NN I
creamed_<coconut> creamed_coconut NN I
creamy_peanut_<butter> creamy_peanut_butter NN I
crème_de_<bananes> crème_de_bananes NN I
crème_de_<cacao> crème_de_cacao NN I
crème_de_<cassis> crème_de_cassis NN I
crème_de_<menthe> crème_de_menthe NN I
crème_<fraîche> crème_fraîche NN I
creole_<seasoning> creole_seasoning NN I
crêpe_<pan> crêpe_pan NN I
crested_<guineafowl> crested_guineafowl NN I
crimini_<mushroom> crimini_mushroom NN I
crinkle_cut_<serrator> crinkle_cut_serrator NN I
crisco_<oil> crisco_oil NN I
crisco_<shortening> crisco_shortening NN I
croceine_<croaker> croceine_croaker NN I
crown_<royal> crown_royal NN I
cuban_<oregano> cuban_oregano NN I
cubeb_<pepper> cubeb_pepper NN I
cumin_<seed> cumin_seed NN I
cup_<cheese> cup_cheese NN I
cupcake_<corer> cupcake_corer NN I
curaçao_<liqueur> curaçao_liqueur NN I
curly_<mint> curly_mint NN I
curry_<leaf> curry_leaf NN I
curry_<paste> curry_paste NN I
curry_<plant> curry_plant NN I
curry_<powder> curry_powder NN I
cutlips_<minnow> cutlips_minnow NN I
cutting_<board> cutting_board NN I
daggertooth_pike_<conger> daggertooth_pike_conger NN I
damson_<plum> damson_plum NN I
danish_<blue> danish_blue NN I
danish_<port-salut> danish_port-salut NN I
dark_brown_<sugar> dark_brown_sugar NN I
dark_<cherry> dark_cherry NN I
dark_<chocolate> dark_chocolate NN I
dark_corn_<syrup> dark_corn_syrup NN I
dark_crème_de_<cacao> dark_crème_de_cacao NN I
dark_<miso> dark_miso NN I
dark_<rum> dark_rum NN I
dark_rye_<flour> dark_rye_flour NN I
dark_soya_<sauce> dark_soya_sauce NN I
dark_<treacle> dark_treacle NN I
date_<plum> date_plum NN I
date_<shells> date_shells NN I
date_<sugar> date_sugar NN I
davidson's_<plum> davidson's_plum NN I
dead_man's_<fingers> dead_man's_fingers NN I
demerara_<sugar> demerara_sugar NN I
demitasse_<saucer> demitasse_saucer NN I
dermason_<bean> dermason_bean NN I
desert_<banana> desert_banana NN I
